Year Month,State,Countym,Industry,Suspicious Activity,Regulator,Relationship,Product,Instrument,Count
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspected Public/Private Corruption (Domestic),NCUA,Customer,Debit Card,Funds Transfer,3
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspected Public/Private Corruption (Domestic),NCUA,Customer,Debit Card,Money Orders,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspected Public/Private Corruption (Domestic),NCUA,Customer,Debit Card,Personal/Business Check,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspected Public/Private Corruption (Domestic),NCUA,Customer,Debit Card,U.S. Currency,3
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Credit Card,Funds Transfer,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Credit Card,Gaming Instruments,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Credit Card,U.S. Currency,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Debit Card,Bank/Cashier's Check,2
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Debit Card,Funds Transfer,4
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Debit Card,Gaming Instruments,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Debit Card,Money Orders,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Debit Card,Personal/Business Check,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Concerning the Source of Funds,NCUA,Customer,Debit Card,U.S. Currency,4
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious EFT/Wire Transfers,NCUA,Customer,Debit Card,Funds Transfer,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious EFT/Wire Transfers,NCUA,Customer,Debit Card,U.S. Currency,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Intra-Casino Funds Transfers,NCUA,Customer,Credit Card,Funds Transfer,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Intra-Casino Funds Transfers,NCUA,Customer,Credit Card,Gaming Instruments,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Intra-Casino Funds Transfers,NCUA,Customer,Credit Card,U.S. Currency,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Intra-Casino Funds Transfers,NCUA,Customer,Debit Card,Funds Transfer,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Intra-Casino Funds Transfers,NCUA,Customer,Debit Card,Gaming Instruments,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Intra-Casino Funds Transfers,NCUA,Customer,Debit Card,U.S. Currency,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Use of Multiple Accounts,NCUA,Customer,Credit Card,Funds Transfer,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Use of Multiple Accounts,NCUA,Customer,Credit Card,Gaming Instruments,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Use of Multiple Accounts,NCUA,Customer,Credit Card,U.S. Currency,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Use of Multiple Accounts,NCUA,Customer,Debit Card,Funds Transfer,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Use of Multiple Accounts,NCUA,Customer,Debit Card,Gaming Instruments,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Suspicious Use of Multiple Accounts,NCUA,Customer,Debit Card,U.S. Currency,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Transaction Out of Pattern for Customer(s),NCUA,Customer,Debit Card,Bank/Cashier's Check,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Transaction Out of Pattern for Customer(s),NCUA,Customer,Debit Card,Funds Transfer,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Transaction Out of Pattern for Customer(s),NCUA,Customer,Debit Card,Money Orders,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Transaction Out of Pattern for Customer(s),NCUA,Customer,Debit Card,Personal/Business Check,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Transaction Out of Pattern for Customer(s),NCUA,Customer,Debit Card,U.S. Currency,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",NCUA,Customer,Debit Card,Funds Transfer,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,"Transaction with No Apparent Economic, Business, or Lawful Purpose",NCUA,Customer,Debit Card,U.S. Currency,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Wire Transfer,NCUA,Customer,Debit Card,Funds Transfer,1
2012 December,Michigan,"Macomb County, MI",Depository Institution,Wire Transfer,NCUA,Customer,Debit Card,U.S. Currency,1
2012 December,Minnesota,"Anoka County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Anoka County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Carver County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Carver County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Chisago County, MN",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Customer,Residential Mortgage,U.S. Currency,1
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,3
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,3
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,3
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,3
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Other,Other,Personal/Business Check,1
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Personal/Business Check,2
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Other Fraud (Type),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Other Fraud (Type),OCC,Other,Other,Personal/Business Check,1
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Two or More Individuals Working Together,OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Dakota County, MN",Depository Institution,Two or More Individuals Working Together,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Alters Transactions to Avoid Ctr Requirement,FDIC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Alters Transactions to Avoid Ctr Requirement,OCC,Customer,Other,U.S. Currency,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Check,FDIC,Employee,Other,Personal/Business Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Check,OCC,Customer,Other,Bank/Cashier's Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Check,OCC,Customer,Other,Government Payment,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,7
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,3
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Bank/Cashier's Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,3
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Other,Other,Personal/Business Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Misuse of Position or Self-Dealing,FDIC,Employee,Other,Personal/Business Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Multiple Transactions Below Ctr Threshold,OCC,Customer,Other,U.S. Currency,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Other Fraud (Type),FDIC,Employee,Other,Personal/Business Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Government Payment,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Personal/Business Check,5
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Other Fraud (Type),OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Other Fraud (Type),OCC,Other,Other,Personal/Business Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,Bank/Cashier's Check,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,Government Payment,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Suspicious Receipt of Government Payments/Benefits,OCC,Customer,Other,Government Payment,1
2012 December,Minnesota,"Hennepin County, MN",Depository Institution,Two or More Individuals Working Together,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Le Sueur County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Le Sueur County, MN",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Ramsey County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 December,Minnesota,"Ramsey County, MN",Depository Institution,Check,OCC,Employee,Other,Personal/Business Check,1
2012 December,Minnesota,"Ramsey County, MN",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 December,Minnesota,"Ramsey County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,2
2012 December,Minnesota,"Ramsey County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 December,Minnesota,"Ramsey County, MN",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Ramsey County, MN",Depository Institution,Two or More Individuals Working Together,OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Ramsey County, MN",Depository Institution,Two or More Individuals Working Together,OCC,No Relationship to Institution,Other,Personal/Business Check,2
2012 December,Minnesota,"Scott County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 December,Minnesota,"Scott County, MN",Depository Institution,Check,OCC,Employee,Other,Personal/Business Check,1
2012 December,Minnesota,"Scott County, MN",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Scott County, MN",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 December,Minnesota,"Scott County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Scott County, MN",Depository Institution,Forgeries,OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Scott County, MN",Depository Institution,Forgeries,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Scott County, MN",Depository Institution,Forgeries,OCC,Other,Other,Personal/Business Check,1
2012 December,Minnesota,"Scott County, MN",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Scott County, MN",Depository Institution,Two or More Individuals Working Together,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"St. Louis County, MN",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Washington County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 December,Minnesota,"Washington County, MN",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Washington County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Washington County, MN",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Washington County, MN",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Washington County, MN",Depository Institution,Two or More Individuals Working Together,OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Washington County, MN",Depository Institution,Two or More Individuals Working Together,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Minnesota,"Wright County, MN",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 December,Minnesota,"Wright County, MN",Depository Institution,Check,OCC,Employee,Other,Personal/Business Check,1
2012 December,Minnesota,"Wright County, MN",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,2
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Consumer Loan,NCUA,Other,Debit Card,Bank/Cashier's Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Consumer Loan,NCUA,Other,Debit Card,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Consumer Loan,NCUA,Other,Other,Bank/Cashier's Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Consumer Loan,NCUA,Other,Other,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Multiple Transactions Below Bsa Recordkeeping Threshold,NCUA,Other,Debit Card,Bank/Cashier's Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Multiple Transactions Below Bsa Recordkeeping Threshold,NCUA,Other,Debit Card,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Multiple Transactions Below Bsa Recordkeeping Threshold,NCUA,Other,Other,Bank/Cashier's Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Multiple Transactions Below Bsa Recordkeeping Threshold,NCUA,Other,Other,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Other Other Suspicious Activities,NCUA,Other,Debit Card,Bank/Cashier's Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Other Other Suspicious Activities,NCUA,Other,Debit Card,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Other Other Suspicious Activities,NCUA,Other,Other,Bank/Cashier's Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Other Other Suspicious Activities,NCUA,Other,Other,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,NCUA,Other,Debit Card,Bank/Cashier's Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,NCUA,Other,Debit Card,Personal/Business Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,NCUA,Other,Other,Bank/Cashier's Check,1
2012 December,Mississippi,"Jackson County, MS",Depository Institution,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,NCUA,Other,Other,Personal/Business Check,1
2012 December,Mississippi,"Lamar County, MS",Depository Institution,Account Takeover,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 December,Mississippi,"Lamar County, MS",Depository Institution,Account Takeover,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Mississippi,"Lamar County, MS",Depository Institution,Check,OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 December,Mississippi,"Lamar County, MS",Depository Institution,Check,OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Mississippi,"Lamar County, MS",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 December,Mississippi,"Lamar County, MS",Depository Institution,Counterfeit Instrument (Other),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Mississippi,"Lamar County, MS",Depository Institution,Other Fraud (Type),OCC,No Relationship to Institution,Other,Funds Transfer,1
2012 December,Mississippi,"Lamar County, MS",Depository Institution,Other Fraud (Type),OCC,No Relationship to Institution,Other,Personal/Business Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Check,FDIC,Customer,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Check,FDIC,Customer,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Check,FDIC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Check,FDIC,Employee,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Check,FDIC,Other,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Check,FDIC,Other,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Elder Financial Exploitation,FDIC,Customer,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Elder Financial Exploitation,FDIC,Customer,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Elder Financial Exploitation,FDIC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Elder Financial Exploitation,FDIC,Employee,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Elder Financial Exploitation,FDIC,Other,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Elder Financial Exploitation,FDIC,Other,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Embezzlement/Theft/Disappearance of Funds,FDIC,Customer,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Embezzlement/Theft/Disappearance of Funds,FDIC,Customer,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Embezzlement/Theft/Disappearance of Funds,FDIC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Embezzlement/Theft/Disappearance of Funds,FDIC,Employee,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Embezzlement/Theft/Disappearance of Funds,FDIC,Other,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Embezzlement/Theft/Disappearance of Funds,FDIC,Other,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Forgeries,FDIC,Customer,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Forgeries,FDIC,Customer,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Forgeries,FDIC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Forgeries,FDIC,Employee,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Forgeries,FDIC,Other,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Forgeries,FDIC,Other,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Misuse of Position or Self-Dealing,FDIC,Customer,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Misuse of Position or Self-Dealing,FDIC,Customer,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Misuse of Position or Self-Dealing,FDIC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Misuse of Position or Self-Dealing,FDIC,Employee,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Misuse of Position or Self-Dealing,FDIC,Other,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Misuse of Position or Self-Dealing,FDIC,Other,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Other Other Suspicious Activities,FDIC,Customer,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Other Other Suspicious Activities,FDIC,Customer,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Other Other Suspicious Activities,FDIC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Other Other Suspicious Activities,FDIC,Employee,Other,U.S. Currency,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Other Other Suspicious Activities,FDIC,Other,Other,Bank/Cashier's Check,1
2012 December,Missouri,"Christian County, MO",Depository Institution,Other Other Suspicious Activities,FDIC,Other,Other,U.S. Currency,1
2012 December,Missouri,"Greene County, MO",Depository Institution,Alters Transactions to Avoid Ctr Requirement,FDIC,Customer,Other,U.S. Currency,1
2012 December,Missouri,"Greene County, MO",Depository Institution,Alters Transactions to Avoid Ctr Requirement,FDIC,Employee,Debit Card,U.S. Currency,1
2012 December,Missouri,"Greene County, MO",Depository Institution,Embezzlement/Theft/Disappearance of Funds,FDIC,Employee,Debit Card,U.S. Currency,1
2012 December,Missouri,"Greene County, MO",Depository Institution,Multiple Transactions Below Ctr Threshold,FDIC,Customer,Other,U.S. Currency,1
2012 December,Missouri,"Oregon County, MO",Depository Institution,ACH,FDIC,No Relationship to Institution,Home Equity Line of Credit,Funds Transfer,1
2012 December,Missouri,"Oregon County, MO",Depository Institution,ACH,FDIC,No Relationship to Institution,Home Equity Line of Credit,Personal/Business Check,1
2012 December,Missouri,"Oregon County, MO",Depository Institution,ACH,FDIC,No Relationship to Institution,Home Equity Line of Credit,U.S. Currency,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Other Other Suspicious Activities,OCC,Borrower,Other,Funds Transfer,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,Funds Transfer,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Borrower,Residential Mortgage,Personal/Business Check,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Customer,Residential Mortgage,Personal/Business Check,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Suspicious EFT/Wire Transfers,OCC,Borrower,Other,Funds Transfer,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Suspicious EFT/Wire Transfers,OCC,Customer,Other,Funds Transfer,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Suspicious Use of Noncash Monetary Instruments,OCC,Borrower,Residential Mortgage,Bank/Cashier's Check,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Suspicious Use of Noncash Monetary Instruments,OCC,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Suspicious Use of Third-Party Transactors (Straw-Man),OCC,Borrower,Residential Mortgage,Personal/Business Check,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Suspicious Use of Third-Party Transactors (Straw-Man),OCC,Customer,Residential Mortgage,Personal/Business Check,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Transaction Out of Pattern for Customer(s),OCC,Borrower,Residential Mortgage,Bank/Cashier's Check,1
2012 December,Missouri,"St. Charles County, MO",Depository Institution,Transaction Out of Pattern for Customer(s),OCC,Customer,Residential Mortgage,Bank/Cashier's Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Account Takeover,OCC,Customer,Other,Funds Transfer,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,ACH,OCC,Customer,Other,Funds Transfer,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Check,OCC,Customer,Other,Personal/Business Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Check,OCC,Other,Other,Personal/Business Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Credit/Debit Card,OCC,No Relationship to Institution,Debit Card,Funds Transfer,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Forgeries,OCC,Other,Other,Personal/Business Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Multiple Transactions Below Ctr Threshold,OCC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Funds Transfer,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Government Payment,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Other Fraud (Type),OCC,Customer,Other,Personal/Business Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Other Fraud (Type),OCC,No Relationship to Institution,Debit Card,Funds Transfer,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Other Fraud (Type),OCC,Other,Other,Personal/Business Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,Funds Transfer,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Other Other Suspicious Activities,OCC,Customer,Other,Government Payment,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Other Other Suspicious Activities,OCC,Other,Other,Personal/Business Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Suspicious Concerning the Source of Funds,OCC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Suspicious Use of Multiple Locations,OCC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Transaction Out of Pattern for Customer(s),OCC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Two or More Individuals Working Together,OCC,Employee,Other,Bank/Cashier's Check,1
2012 December,Missouri,"St. Louis city, MO",Depository Institution,Wire Transfer,OCC,Customer,Other,Funds Transfer,1
2012 December,Missouri,"St. Louis County, MO",Depository Institution,Check,NCUA,Customer,Debit Card,Personal/Business Check,1
2012 December,Missouri,"St. Louis County, MO",Depository Institution,Counterfeit Instrument (Other),NCUA,Customer,Debit Card,Personal/Business Check,1
2012 December,Missouri,"St. Louis County, MO",Depository Institution,Credit/Debit Card,NCUA,Customer,Debit Card,Personal/Business Check,1
